Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSMUSG00000022043	581.9758838218991	-1.9002932191629736	0.10922081940875122	-17.398635438279033	8.449176806302446e-68	1.541298833005692e-63	Trim35
ENSMUSG00000021749	1130.7119910980814	1.2354977922572414	0.07266454858817747	17.002758790388427	7.834453853260261e-65	7.145805359558684e-61	Oit1
ENSMUSG00000086712	292.2217068345622	1.4645019835490747	0.10003332222867538	14.640141414090344	1.5574396414341835e-48	9.470271313014125e-45	AI427809
ENSMUSG00000023328	551.4763883856209	1.2777272272061029	0.08990431771348702	14.212078570887417	7.710252920679366e-46	3.516260844475825e-42	Ache
ENSMUSG00000022587	12183.497978090518	1.4831506946398527	0.10545905280986892	14.063758919908093	6.342580062219063e-45	2.314026909900003e-41	Ly6e
ENSMUSG00000020614	1156.9709488634676	1.2475237139299342	0.08976804967569936	13.897190798249511	6.587655660645417e-44	2.0028669093582284e-40	Fam20a
ENSMUSG00000033427	221.00729255153175	1.701624999237883	0.13317477532086444	12.777382166690916	2.1932817003542835e-37	5.715692111123263e-34	Upb1
ENSMUSG00000023249	866.4503903041516	1.2914523213095799	0.10130804181310664	12.747776960214617	3.2076217089975e-37	7.3141794019415486e-34	Parp3
ENSMUSG00000090035	6447.442049989397	0.6728981538590947	0.052825589119286274	12.73810978879219	3.6308527605910415e-37	7.359335117633531e-34	Galnt4
ENSMUSG00000030786	266.39220132305644	1.6069055557882483	0.12946960940983618	12.411449784339638	2.265136655897987e-35	4.1320622876891076e-32	Itgam
ENSMUSG00000028236	57.78935357284423	-3.1265934373088924	0.2531154838392468	-12.352438459650244	4.7257000301009994e-35	7.836929086282038e-32	Sdr16c5
ENSMUSG00000048992	489.911211736578	1.8860021937663234	0.15338292601291637	12.296037393415636	9.512758879752287e-35	1.4460978957036768e-31	Prss32
ENSMUSG00000027219	89.19197513400518	-2.9648283018251482	0.24174688273042194	-12.26418420928018	1.4102543061106226e-34	1.9789122347746135e-31	Slc28a2
ENSMUSG00000034164	369.6309567968758	-1.6730151978023304	0.14868757030060878	-11.251883357969435	2.2669898442304996e-29	2.953887767032341e-26	Emid1
ENSMUSG00000085705	31.382410473727813	-4.890572377271827	0.4461178475851516	-10.962512268326927	5.787019914904452e-28	7.037787819179136e-25	Gm16046
ENSMUSG00000046668	728.8712627757094	-0.9960498765746439	0.0911023687757513	-10.933303820303763	7.988588199045317e-28	9.107989120436542e-25	Cxxc5
ENSMUSG00000041849	1229.0726577394717	0.930942042078677	0.08579217508118615	10.851129968411636	1.969749838664512e-27	2.11365744452459e-24	Card6
ENSMUSG00000000049	69.47492528659636	2.3576429564300745	0.21804437024977744	10.812675207937321	2.9979742903850608e-27	3.0382803891780153e-24	Apoh
ENSMUSG00000060227	414.3220511329441	-1.095824205703178	0.10212082632518793	-10.730663324381021	7.30697588419022e-27	7.015466004178841e-24	Casc4
ENSMUSG00000031617	287.004225394843	-1.068427883388934	0.10038286286477976	-10.643528714937673	1.8691368310965165e-26	1.7048397036431328e-23	Tmem184c
ENSMUSG00000000326	10508.39663262054	0.6092574355932022	0.057436278247527346	10.607536807443317	2.7490069237289193e-26	2.3879706810791878e-23	Comt
ENSMUSG00000031919	1465.5572862760862	0.8198199173231648	0.07849765601583836	10.443877676522607	1.5629307389141174e-25	1.2959537517850604e-22	Tmed6
ENSMUSG00000036928	37.04581009384429	-3.2052145750096708	0.3106107429655653	-10.31907185311039	5.777898012192683e-25	4.5826267625399535e-22	Stag3
ENSMUSG00000035226	80.16211063323384	-2.6071589323978626	0.2538040396438335	-10.272330322466585	9.390840666320522e-25	7.137821476459124e-22	Rims4
ENSMUSG00000073000	529.9506340380758	0.9830597637804371	0.09598642930148682	10.241653647649644	1.290121772643862e-24	9.413760550627731e-22	Gm10451
ENSMUSG00000029781	463.4415886614276	-1.069498800890367	0.10650370441437271	-10.041892972372873	9.974141331950193e-24	6.99801100682444e-21	Fkbp9
ENSMUSG00000021359	51.06915621529736	3.0248687091925786	0.30318923604542314	9.976834100862998	1.9251132303743423e-23	1.3006635388329169e-20	Tfap2a
ENSMUSG00000037440	144.82674849372881	0.9881322723045993	0.0994100342980418	9.939965107969627	2.7892482022053163e-23	1.8171952037367635e-20	Vnn1
ENSMUSG00000052085	500.61330926909676	0.6621857115160963	0.06740325689409717	9.824239095100568	8.854012579342574e-23	5.569479223185077e-20	Dock8
ENSMUSG00000017667	27.092955068083146	-4.408314304859199	0.4538962335608298	-9.712163219059649	2.6759654742915528e-22	1.6271654060675503e-19	Zfp334
ENSMUSG00000019843	198.9760437564845	-1.28299742759971	0.13399849464324506	-9.5747152310594	1.0213838715308976e-21	6.010349865956979e-19	Fyn
ENSMUSG00000067006	162.69931448795614	1.4235695480522492	0.15067869051403618	9.447716483304847	3.463028694886664e-21	1.974142795378829e-18	Serpinb5
ENSMUSG00000086494	68.19093301265282	1.4688329661269728	0.15645084811885046	9.388462790634089	6.088228602410889e-21	3.3654989747024068e-18	2210417A02Rik
ENSMUSG00000046058	29.758167780813118	-2.5892802296394284	0.27897474866844824	-9.281414328709362	1.672436018352673e-20	8.716736527654133e-18	Eid2
ENSMUSG00000032359	3539.358191527091	0.47523635830462274	0.05119261623852982	9.283298905652314	1.6431076782399323e-20	8.716736527654133e-18	Ctsh
ENSMUSG00000031453	2871.264908841238	0.585505686874868	0.06417782597039004	9.123177328334632	7.295346477541032e-20	3.6967141789806526e-17	Rasa3
ENSMUSG00000068758	118.44302228734846	-1.3088883929384205	0.14391511826774042	-9.094863755059825	9.470513505260603e-20	4.669219117917944e-17	Il3ra
ENSMUSG00000043439	607.7253721929134	-0.7750727937575068	0.08549625145339837	-9.065576333249856	1.2394724013510667e-19	5.950119880380567e-17	E130012A19Rik
ENSMUSG00000033855	370.03226394209275	1.0771006236562894	0.1201725025023735	8.96295409704908	3.1609417943606815e-19	1.4785102618648088e-16	Ston1
ENSMUSG00000099759	28.73469409225839	-5.412894319089806	0.6045078516381768	-8.954216730884827	3.421560902867029e-19	1.5604028497525086e-16	1700030C10Rik
ENSMUSG00000042105	1605.9469091405756	0.5310984742396709	0.05941243772500697	8.939179986148408	3.9206881449605693e-19	1.7444193448870905e-16	Inpp5f
ENSMUSG00000049103	20.721523647837447	7.699473532808119	0.862959601660351	8.922171464335275	4.57233617395251e-19	1.9859180115533734e-16	Ccr2
ENSMUSG00000026674	26.16797109743753	3.766418948931611	0.4229089735886622	8.905980208863994	5.291636952204971e-19	2.243661834970933e-16	Ddr2
ENSMUSG00000031662	1080.4657339939213	0.6070371111047762	0.06817967879276758	8.903490333972796	5.411748752259679e-19	2.243661834970933e-16	Snx20
ENSMUSG00000030872	5225.380591709545	-0.6470852617020572	0.07315682670559862	-8.845179470483188	9.13813214228142e-19	3.704395700877726e-16	Gga2
ENSMUSG00000051502	620.9383086594546	0.573416118071326	0.06486033253434902	8.840782889413244	9.505020179144172e-19	3.7693603936510437e-16	Ufsp1
ENSMUSG00000054342	602.3040016491129	1.2554464584144869	0.14207279102304415	8.836642465979669	9.863817500267306e-19	3.82842040084843e-16	Kcnn4
ENSMUSG00000032528	981.7359411553527	0.8436816352468871	0.09560765462115724	8.824415143222087	1.1003332978819462e-18	4.1817250041588465e-16	Vipr1
ENSMUSG00000029541	863.0577610850557	-1.0729883331826575	0.1223985202170161	-8.766350534959233	1.845508295579628e-18	6.870563740400729e-16	Cyp2w1
ENSMUSG00000035606	648.9325782842967	0.6642150764934353	0.07592235298229186	8.748610263019073	2.1599625246903104e-18	7.880407275080128e-16	Ky
ENSMUSG00000037686	1582.2759434499553	-0.7418058986057247	0.08544240764495104	-8.6819404912867	3.8907298713677164e-18	1.3916606728135271e-15	Aspg
