Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSMUSG00000022587	11825.584521955798	1.482956458622827	0.08429633989017352	17.59218087706909	2.827819843846173e-69	4.811252682319878e-65	Ly6e
ENSMUSG00000021749	1180.6502718458416	1.2352747634700691	0.0706561726777776	17.482899464473558	1.93409504416774e-68	1.6453346540734964e-64	Oit1
ENSMUSG00000020614	1171.5993935175657	1.247288981953291	0.07999872661164276	15.591360447626984	8.333964662031601e-55	3.544851868995142e-51	Fam20a
ENSMUSG00000048992	563.7853428842301	1.8853141092070682	0.12683392212903202	14.864431199163585	5.6089239158011965e-50	1.9086046300688312e-46	Prss32
ENSMUSG00000086712	289.2160042663964	1.4644442965591464	0.09993780315996716	14.65355701500721	1.278438412013165e-48	3.625225190331998e-45	AI427809
ENSMUSG00000023328	586.6887021039993	1.2772611725122123	0.088254846358809	14.472419648427895	1.809914006110012e-47	4.399125271422249e-44	Ache
ENSMUSG00000090035	6461.965270940397	0.6727363152609894	0.04867443412498593	13.821143015931959	1.900283055045675e-43	4.0414269873183895e-40	Galnt4
ENSMUSG00000030786	296.2257758964943	1.6069590315015718	0.1225967789468234	13.10767742273713	2.9757242559797254e-39	5.625441387915449e-36	Itgam
ENSMUSG00000023249	892.0290172989354	1.2912995798905067	0.10765514328796295	11.994778330622392	3.7842890421497726e-33	4.598992411652588e-30	Parp3
ENSMUSG00000033427	212.32597644409134	1.705086664923305	0.14435593239772226	11.811684054837007	3.3968847912314986e-32	3.8529731892008476e-29	Upb1
ENSMUSG00000000326	10537.994174815349	0.6090170069940619	0.052265773812278794	11.652310155809568	2.23321435356921e-31	2.3747443132266586e-28	Comt
ENSMUSG00000031919	1389.5963445950101	0.8196775888557837	0.07273055679626111	11.27005793661023	1.8444849083295003e-29	1.743448123906562e-26	Tmed6
ENSMUSG00000052085	527.4083610715559	0.661543566010698	0.0591893565698569	11.176731837419556	5.300621141878069e-29	4.2945127670434977e-26	Dock8
ENSMUSG00000054999	1617.2535642229493	1.2312176839074487	0.1127243021783538	10.92238017991365	9.010309296952474e-28	6.665278364276061e-25	Naaladl1
ENSMUSG00000073000	512.9702311567878	0.9828439759652787	0.09512104841887256	10.332560377564938	5.020236596988329e-25	3.050510909327122e-22	Gm10451
ENSMUSG00000033855	390.7236847806668	1.0763425590119629	0.10422074538082603	10.327526972475315	5.290701707251074e-25	3.103999960247234e-22	Ston1
ENSMUSG00000041849	1205.6624286226904	0.9308605680710239	0.09018138752315145	10.322091882119828	5.5989782474099905e-25	3.1753671967144528e-22	Card6
ENSMUSG00000032528	1036.5621056932564	0.8432088076654601	0.08238224867324269	10.235321580137079	1.3773682182933023e-24	7.559529956787821e-22	Vipr1
ENSMUSG00000067006	175.61682890869338	1.4247997948088713	0.1393443747370422	10.225025570624014	1.531875215956936e-24	8.144789038841034e-22	Serpinb5
ENSMUSG00000000049	65.44874276504255	2.361426400424805	0.2360912623498598	10.002176179334608	1.4908427462572033e-23	7.247199567091444e-21	Apoh
ENSMUSG00000021359	50.453477265824446	3.026250460776812	0.31268813568974246	9.678174882143717	3.7332072070780765e-22	1.650437121317528e-19	Tfap2a
ENSMUSG00000024731	2668.116215446169	0.41586598064497343	0.04297550166595524	9.676815034701928	3.7831813642520035e-22	1.650437121317528e-19	Ms4a10
ENSMUSG00000037440	154.74184108784974	0.9875654219189564	0.10224643167032067	9.658678604092737	4.516518841767262e-22	1.921101289345705e-19	Vnn1
ENSMUSG00000086494	70.12192966946466	1.4689934083550376	0.15333897940135086	9.580039035671945	9.700826499532604e-22	4.025606391781652e-19	2210417A02Rik
ENSMUSG00000027456	1876.213962439549	0.41414054023240726	0.04522849539680465	9.156628727067181	5.354391146210804e-20	1.938289594928311e-17	Sdcbp2
